Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-2.000000E-2	1.947694E-5	-9.738470E-4
2	 	-1.980000E-2	1.956480E-5	-9.881212E-4
3	 	-1.960000E-2	1.964844E-5	-1.002471E-3
4	 	-1.940000E-2	1.968189E-5	-1.014530E-3
5	 	-1.920000E-2	1.979070E-5	-1.030766E-3
6	 	-1.900000E-2	1.969867E-5	-1.036772E-3
7	 	-1.880000E-2	1.989527E-5	-1.058259E-3
8	 	-1.860000E-2	1.974466E-5	-1.061541E-3
9	 	-1.840000E-2	1.997898E-5	-1.085814E-3
10	 	-1.820000E-2	1.973214E-5	-1.084184E-3
11	 	-1.800000E-2	1.978648E-5	-1.099249E-3
12	 	-1.780000E-2	1.990785E-5	-1.118419E-3
13	 	-1.760000E-2	1.990781E-5	-1.131126E-3
14	 	-1.740000E-2	1.985759E-5	-1.141241E-3
15	 	-1.720000E-2	2.005009E-5	-1.165703E-3
16	 	-1.700000E-2	2.008772E-5	-1.181631E-3
17	 	-1.680000E-2	2.005426E-5	-1.193706E-3
18	 	-1.660000E-2	2.002914E-5	-1.206575E-3
19	 	-1.640000E-2	2.000824E-5	-1.220015E-3
20	 	-1.620000E-2	2.022159E-5	-1.248246E-3
21	 	-1.600000E-2	2.020068E-5	-1.262542E-3
22	 	-1.580000E-2	2.005422E-5	-1.269254E-3
23	 	-1.560000E-2	2.010860E-5	-1.289013E-3
24	 	-1.540000E-2	2.030529E-5	-1.318525E-3
25	 	-1.520000E-2	2.022577E-5	-1.330643E-3
26	 	-1.500000E-2	2.020902E-5	-1.347268E-3
27	 	-1.480000E-2	2.038475E-5	-1.377348E-3
28	 	-1.460000E-2	2.020066E-5	-1.383607E-3
29	 	-1.440000E-2	2.043075E-5	-1.418802E-3
30	 	-1.420000E-2	2.043914E-5	-1.439376E-3
31	 	-1.400000E-2	2.040564E-5	-1.457546E-3
32	 	-1.380000E-2	2.048514E-5	-1.484430E-3
33	 	-1.360000E-2	2.056883E-5	-1.512414E-3
34	 	-1.340000E-2	2.047676E-5	-1.528116E-3
