Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-3.821259E-4	3.821259E-4
2	 	-9.900000E-1	-3.646911E-4	3.683748E-4
3	 	-9.800000E-1	-3.482939E-4	3.554019E-4
4	 	-9.700000E-1	-3.332105E-4	3.435160E-4
5	 	-9.600000E-1	-3.194158E-4	3.327248E-4
6	 	-9.500000E-1	-3.073240E-4	3.234989E-4
7	 	-9.400000E-1	-2.964078E-4	3.153274E-4
8	 	-9.300000E-1	-2.865675E-4	3.081371E-4
9	 	-9.200000E-1	-2.777766E-4	3.019311E-4
10	 	-9.100000E-1	-2.693416E-4	2.959798E-4
11	 	-9.000000E-1	-2.618273E-4	2.909192E-4
12	 	-8.900000E-1	-2.545100E-4	2.859663E-4
13	 	-8.800000E-1	-2.474095E-4	2.811472E-4
14	 	-8.700000E-1	-2.412376E-4	2.772846E-4
15	 	-8.600000E-1	-2.345184E-4	2.726958E-4
16	 	-8.500000E-1	-2.284137E-4	2.687220E-4
17	 	-8.400000E-1	-2.227320E-4	2.651571E-4
18	 	-8.300000E-1	-2.167738E-4	2.611733E-4
19	 	-8.200000E-1	-2.110462E-4	2.573734E-4
20	 	-8.100000E-1	-2.054056E-4	2.535872E-4
21	 	-8.000000E-1	-1.993852E-4	2.492315E-4
22	 	-7.900000E-1	-1.935361E-4	2.449824E-4
23	 	-7.800000E-1	-1.875530E-4	2.404526E-4
24	 	-7.700000E-1	-1.817663E-4	2.360601E-4
25	 	-7.600000E-1	-1.759630E-4	2.315303E-4
26	 	-7.500000E-1	-1.701390E-4	2.268520E-4
27	 	-7.400000E-1	-1.639761E-4	2.215893E-4
28	 	-7.300000E-1	-1.578632E-4	2.162510E-4
29	 	-7.200000E-1	-1.518967E-4	2.109676E-4
30	 	-7.100000E-1	-1.457336E-4	2.052586E-4
31	 	-7.000000E-1	-1.396042E-4	1.994346E-4
32	 	-6.900000E-1	-1.335665E-4	1.935746E-4
33	 	-6.800000E-1	-1.276587E-4	1.877334E-4
34	 	-6.700000E-1	-1.217259E-4	1.816804E-4
35	 	-6.600000E-1	-1.157050E-4	1.753106E-4
36	 	-6.500000E-1	-1.098098E-4	1.689382E-4
37	 	-6.400000E-1	-1.041658E-4	1.627591E-4
38	 	-6.300000E-1	-9.867203E-5	1.566223E-4
39	 	-6.200000E-1	-9.318268E-5	1.502946E-4
40	 	-6.100000E-1	-8.776850E-5	1.438828E-4
41	 	-6.000000E-1	-8.250491E-5	1.375082E-4
42	 	-5.900000E-1	-7.727504E-5	1.309746E-4
43	 	-5.800000E-1	-7.237127E-5	1.247781E-4
44	 	-5.700000E-1	-6.739669E-5	1.182398E-4
45	 	-5.600000E-1	-6.268962E-5	1.119458E-4
46	 	-5.500000E-1	-5.823779E-5	1.058869E-4
47	 	-5.400000E-1	-5.388223E-5	9.978191E-5
48	 	-5.300000E-1	-4.957692E-5	9.354136E-5
49	 	-5.200000E-1	-4.558958E-5	8.767227E-5
50	 	-5.100000E-1	-4.180723E-5	8.197496E-5
51	 	-5.000000E-1	-3.819225E-5	7.638450E-5
52	 	-4.900000E-1	-3.482411E-5	7.106961E-5
53	 	-4.800000E-1	-3.146021E-5	6.554210E-5
54	 	-4.700000E-1	-2.842677E-5	6.048249E-5
55	 	-4.600000E-1	-2.550220E-5	5.543957E-5
56	 	-4.500000E-1	-2.294992E-5	5.099982E-5
57	 	-4.400000E-1	-2.040188E-5	4.636791E-5
58	 	-4.300000E-1	-1.809649E-5	4.208486E-5
59	 	-4.200000E-1	-1.577018E-5	3.754805E-5
60	 	-4.100000E-1	-1.350245E-5	3.293280E-5
61	 	-4.000000E-1	-1.129329E-5	2.823323E-5
62	 	-3.900000E-1	-8.766162E-6	2.247734E-5
63	 	-3.800000E-1	-5.971252E-6	1.571382E-5
64	 	-3.700000E-1	-2.724465E-6	7.363419E-6
65	 	-3.600000E-1	9.740345E-7	-2.705651E-6
66	 	-3.500000E-1	4.777035E-6	-1.364867E-5
67	 	-3.400000E-1	8.467056E-6	-2.490311E-5
68	 	-3.300000E-1	1.245833E-5	-3.775252E-5
69	 	-3.200000E-1	1.644958E-5	-5.140494E-5
70	 	-3.100000E-1	2.049523E-5	-6.611365E-5
71	 	-3.000000E-1	2.452415E-5	-8.174717E-5
