Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-3.227094E-4	3.227094E-4
2	 	-9.900000E-1	-3.102119E-4	3.133454E-4
3	 	-9.800000E-1	-2.973466E-4	3.034149E-4
4	 	-9.700000E-1	-2.844810E-4	2.932794E-4
5	 	-9.600000E-1	-2.719632E-4	2.832950E-4
6	 	-9.500000E-1	-2.596336E-4	2.732985E-4
7	 	-9.400000E-1	-2.481237E-4	2.639614E-4
8	 	-9.300000E-1	-2.372123E-4	2.550670E-4
9	 	-9.200000E-1	-2.267651E-4	2.464838E-4
10	 	-9.100000E-1	-2.172047E-4	2.386865E-4
11	 	-9.000000E-1	-2.082267E-4	2.313630E-4
12	 	-8.900000E-1	-2.000721E-4	2.248001E-4
13	 	-8.800000E-1	-1.923365E-4	2.185642E-4
14	 	-8.700000E-1	-1.852154E-4	2.128913E-4
15	 	-8.600000E-1	-1.787008E-4	2.077916E-4
16	 	-8.500000E-1	-1.724294E-4	2.028581E-4
17	 	-8.400000E-1	-1.664258E-4	1.981260E-4
18	 	-8.300000E-1	-1.609615E-4	1.939295E-4
19	 	-8.200000E-1	-1.555980E-4	1.897537E-4
20	 	-8.100000E-1	-1.508577E-4	1.862441E-4
21	 	-8.000000E-1	-1.461802E-4	1.827253E-4
22	 	-7.900000E-1	-1.418792E-4	1.795939E-4
23	 	-7.800000E-1	-1.381052E-4	1.770579E-4
24	 	-7.700000E-1	-1.343272E-4	1.744509E-4
25	 	-7.600000E-1	-1.310973E-4	1.724964E-4
26	 	-7.500000E-1	-1.278507E-4	1.704676E-4
27	 	-7.400000E-1	-1.247839E-4	1.686269E-4
28	 	-7.300000E-1	-1.213825E-4	1.662774E-4
29	 	-7.200000E-1	-1.175417E-4	1.632524E-4
30	 	-7.100000E-1	-1.135084E-4	1.598710E-4
31	 	-7.000000E-1	-1.093581E-4	1.562259E-4
32	 	-6.900000E-1	-1.052078E-4	1.524751E-4
33	 	-6.800000E-1	-1.009944E-4	1.485212E-4
34	 	-6.700000E-1	-9.683995E-5	1.445372E-4
35	 	-6.600000E-1	-9.236341E-5	1.399446E-4
36	 	-6.500000E-1	-8.801209E-5	1.354032E-4
37	 	-6.400000E-1	-8.391187E-5	1.311123E-4
38	 	-6.300000E-1	-7.966953E-5	1.264596E-4
39	 	-6.200000E-1	-7.555678E-5	1.218658E-4
40	 	-6.100000E-1	-7.127662E-5	1.168469E-4
41	 	-6.000000E-1	-6.723095E-5	1.120516E-4
42	 	-5.900000E-1	-6.333577E-5	1.073488E-4
43	 	-5.800000E-1	-5.949929E-5	1.025850E-4
