Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-3.784045E-4	3.784045E-4
2	 	-9.900000E-1	-3.603919E-4	3.640322E-4
3	 	-9.800000E-1	-3.444468E-4	3.514763E-4
4	 	-9.700000E-1	-3.305140E-4	3.407361E-4
5	 	-9.600000E-1	-3.183341E-4	3.315980E-4
6	 	-9.500000E-1	-3.074268E-4	3.236072E-4
7	 	-9.400000E-1	-2.973935E-4	3.163761E-4
8	 	-9.300000E-1	-2.881379E-4	3.098257E-4
9	 	-9.200000E-1	-2.795194E-4	3.038254E-4
10	 	-9.100000E-1	-2.712972E-4	2.981288E-4
11	 	-9.000000E-1	-2.638208E-4	2.931342E-4
12	 	-8.900000E-1	-2.566492E-4	2.883699E-4
13	 	-8.800000E-1	-2.498710E-4	2.839443E-4
14	 	-8.700000E-1	-2.436114E-4	2.800131E-4
15	 	-8.600000E-1	-2.373857E-4	2.760299E-4
16	 	-8.500000E-1	-2.312727E-4	2.720855E-4
17	 	-8.400000E-1	-2.255240E-4	2.684810E-4
18	 	-8.300000E-1	-2.193401E-4	2.642652E-4
19	 	-8.200000E-1	-2.136707E-4	2.605740E-4
20	 	-8.100000E-1	-2.077376E-4	2.564662E-4
21	 	-8.000000E-1	-2.019805E-4	2.524756E-4
22	 	-7.900000E-1	-1.962151E-4	2.483735E-4
23	 	-7.800000E-1	-1.906085E-4	2.443699E-4
24	 	-7.700000E-1	-1.847842E-4	2.399795E-4
25	 	-7.600000E-1	-1.790061E-4	2.355343E-4
26	 	-7.500000E-1	-1.729433E-4	2.305911E-4
27	 	-7.400000E-1	-1.670438E-4	2.257349E-4
28	 	-7.300000E-1	-1.612990E-4	2.209575E-4
29	 	-7.200000E-1	-1.551405E-4	2.154729E-4
30	 	-7.100000E-1	-1.490526E-4	2.099332E-4
31	 	-7.000000E-1	-1.429440E-4	2.042057E-4
32	 	-6.900000E-1	-1.371030E-4	1.987000E-4
33	 	-6.800000E-1	-1.310653E-4	1.927431E-4
34	 	-6.700000E-1	-1.250111E-4	1.865837E-4
35	 	-6.600000E-1	-1.190405E-4	1.803644E-4
36	 	-6.500000E-1	-1.132162E-4	1.741788E-4
37	 	-6.400000E-1	-1.073419E-4	1.677217E-4
38	 	-6.300000E-1	-1.014383E-4	1.610132E-4
39	 	-6.200000E-1	-9.584835E-5	1.545941E-4
40	 	-6.100000E-1	-9.026273E-5	1.479717E-4
41	 	-6.000000E-1	-8.489450E-5	1.414908E-4
42	 	-5.900000E-1	-7.951815E-5	1.347765E-4
43	 	-5.800000E-1	-7.443461E-5	1.283355E-4
44	 	-5.700000E-1	-6.935940E-5	1.216832E-4
45	 	-5.600000E-1	-6.454776E-5	1.152639E-4
46	 	-5.500000E-1	-5.990756E-5	1.089228E-4
47	 	-5.400000E-1	-5.543482E-5	1.026571E-4
48	 	-5.300000E-1	-5.095377E-5	9.613919E-5
49	 	-5.200000E-1	-4.695384E-5	9.029585E-5
50	 	-5.100000E-1	-4.297902E-5	8.427259E-5
51	 	-5.000000E-1	-3.928028E-5	7.856056E-5
52	 	-4.900000E-1	-3.581593E-5	7.309373E-5
53	 	-4.800000E-1	-3.233901E-5	6.737294E-5
54	 	-4.700000E-1	-2.921774E-5	6.216540E-5
55	 	-4.600000E-1	-2.636837E-5	5.732254E-5
56	 	-4.500000E-1	-2.361951E-5	5.248780E-5
57	 	-4.400000E-1	-2.082880E-5	4.733818E-5
58	 	-4.300000E-1	-1.864471E-5	4.335979E-5
59	 	-4.200000E-1	-1.628071E-5	3.876360E-5
60	 	-4.100000E-1	-1.391674E-5	3.394327E-5
61	 	-4.000000E-1	-1.166155E-5	2.915388E-5
62	 	-3.900000E-1	-9.389621E-6	2.407595E-5
63	 	-3.800000E-1	-6.523572E-6	1.716729E-5
