Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-9.788616E-4	9.788616E-4
2	 	-9.900000E-1	-9.350536E-4	9.444986E-4
3	 	-9.800000E-1	-9.020431E-4	9.204521E-4
4	 	-9.700000E-1	-8.706534E-4	8.975808E-4
5	 	-9.600000E-1	-8.398755E-4	8.748703E-4
6	 	-9.500000E-1	-8.104420E-4	8.530968E-4
7	 	-9.400000E-1	-7.809372E-4	8.307843E-4
8	 	-9.300000E-1	-7.565152E-4	8.134572E-4
9	 	-9.200000E-1	-7.278284E-4	7.911178E-4
10	 	-9.100000E-1	-6.986154E-4	7.677092E-4
11	 	-9.000000E-1	-6.678387E-4	7.420430E-4
12	 	-8.900000E-1	-6.346986E-4	7.131445E-4
13	 	-8.800000E-1	-6.014757E-4	6.834951E-4
14	 	-8.700000E-1	-5.683756E-4	6.533053E-4
15	 	-8.600000E-1	-5.345127E-4	6.215264E-4
16	 	-8.500000E-1	-5.008366E-4	5.892195E-4
17	 	-8.400000E-1	-4.680139E-4	5.571594E-4
18	 	-8.300000E-1	-4.365396E-4	5.259513E-4
19	 	-8.200000E-1	-4.088546E-4	4.986032E-4
20	 	-8.100000E-1	-3.837554E-4	4.737721E-4
21	 	-8.000000E-1	-3.629406E-4	4.536758E-4
22	 	-7.900000E-1	-3.415028E-4	4.322820E-4
23	 	-7.800000E-1	-3.190397E-4	4.090253E-4
24	 	-7.700000E-1	-2.959615E-4	3.843656E-4
25	 	-7.600000E-1	-2.719467E-4	3.578246E-4
26	 	-7.500000E-1	-2.479858E-4	3.306477E-4
27	 	-7.400000E-1	-2.249663E-4	3.040085E-4
28	 	-7.300000E-1	-2.031895E-4	2.783418E-4
29	 	-7.200000E-1	-1.831107E-4	2.543204E-4
30	 	-7.100000E-1	-1.650783E-4	2.325046E-4
31	 	-7.000000E-1	-1.492637E-4	2.132339E-4
32	 	-6.900000E-1	-1.357876E-4	1.967936E-4
33	 	-6.800000E-1	-1.244158E-4	1.829644E-4
34	 	-6.700000E-1	-1.148097E-4	1.713578E-4
35	 	-6.600000E-1	-1.067055E-4	1.616750E-4
36	 	-6.500000E-1	-9.891107E-5	1.521709E-4
37	 	-6.400000E-1	-9.092405E-5	1.420688E-4
38	 	-6.300000E-1	-8.276136E-5	1.313672E-4
39	 	-6.200000E-1	-7.490399E-5	1.208129E-4
40	 	-6.100000E-1	-6.746947E-5	1.106057E-4
41	 	-6.000000E-1	-6.079626E-5	1.013271E-4
42	 	-5.900000E-1	-5.462922E-5	9.259190E-5
43	 	-5.800000E-1	-4.927377E-5	8.495478E-5
