Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-1.110356E-3	1.110356E-3
2	 	-9.900000E-1	-1.073375E-3	1.084217E-3
3	 	-9.800000E-1	-1.043464E-3	1.064759E-3
4	 	-9.700000E-1	-1.013188E-3	1.044524E-3
5	 	-9.600000E-1	-9.819205E-4	1.022834E-3
6	 	-9.500000E-1	-9.509446E-4	1.000994E-3
7	 	-9.400000E-1	-9.197009E-4	9.784052E-4
8	 	-9.300000E-1	-8.884345E-4	9.553059E-4
9	 	-9.200000E-1	-8.568164E-4	9.313222E-4
10	 	-9.100000E-1	-8.258026E-4	9.074754E-4
11	 	-9.000000E-1	-7.947126E-4	8.830140E-4
12	 	-8.900000E-1	-7.632866E-4	8.576254E-4
13	 	-8.800000E-1	-7.299498E-4	8.294884E-4
14	 	-8.700000E-1	-6.959098E-4	7.998963E-4
15	 	-8.600000E-1	-6.624142E-4	7.702491E-4
16	 	-8.500000E-1	-6.304416E-4	7.416960E-4
17	 	-8.400000E-1	-5.984094E-4	7.123921E-4
18	 	-8.300000E-1	-5.667840E-4	6.828723E-4
19	 	-8.200000E-1	-5.364096E-4	6.541580E-4
20	 	-8.100000E-1	-5.077034E-4	6.267943E-4
21	 	-8.000000E-1	-4.778435E-4	5.973044E-4
22	 	-7.900000E-1	-4.484102E-4	5.676078E-4
23	 	-7.800000E-1	-4.194327E-4	5.377342E-4
24	 	-7.700000E-1	-3.917692E-4	5.087912E-4
25	 	-7.600000E-1	-3.660506E-4	4.816455E-4
26	 	-7.500000E-1	-3.424704E-4	4.566272E-4
27	 	-7.400000E-1	-3.204927E-4	4.330982E-4
28	 	-7.300000E-1	-3.004061E-4	4.115152E-4
29	 	-7.200000E-1	-2.810637E-4	3.903663E-4
30	 	-7.100000E-1	-2.623536E-4	3.695121E-4
31	 	-7.000000E-1	-2.444429E-4	3.492041E-4
32	 	-6.900000E-1	-2.259710E-4	3.274942E-4
33	 	-6.800000E-1	-2.072019E-4	3.047087E-4
34	 	-6.700000E-1	-1.880447E-4	2.806637E-4
35	 	-6.600000E-1	-1.697943E-4	2.572641E-4
36	 	-6.500000E-1	-1.521383E-4	2.340589E-4
37	 	-6.400000E-1	-1.352818E-4	2.113778E-4
38	 	-6.300000E-1	-1.199225E-4	1.903532E-4
39	 	-6.200000E-1	-1.057016E-4	1.704865E-4
40	 	-6.100000E-1	-9.330078E-5	1.529521E-4
41	 	-6.000000E-1	-8.259849E-5	1.376642E-4
42	 	-5.900000E-1	-7.346090E-5	1.245100E-4
43	 	-5.800000E-1	-6.547805E-5	1.128932E-4
44	 	-5.700000E-1	-5.872538E-5	1.030270E-4
45	 	-5.600000E-1	-5.300181E-5	9.464609E-5
46	 	-5.500000E-1	-4.789341E-5	8.707893E-5
47	 	-5.400000E-1	-4.360907E-5	8.075754E-5
48	 	-5.300000E-1	-4.008206E-5	7.562653E-5
