Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-1.525605E-4	1.525605E-4
2	 	-9.900000E-1	-1.313701E-4	1.326971E-4
3	 	-9.800000E-1	-1.211660E-4	1.236388E-4
4	 	-9.700000E-1	-1.128193E-4	1.163086E-4
5	 	-9.600000E-1	-1.052636E-4	1.096496E-4
6	 	-9.500000E-1	-9.830167E-5	1.034754E-4
7	 	-9.400000E-1	-9.190470E-5	9.777096E-5
8	 	-9.300000E-1	-8.590951E-5	9.237582E-5
9	 	-9.200000E-1	-8.045392E-5	8.744991E-5
10	 	-9.100000E-1	-7.526200E-5	8.270549E-5
11	 	-9.000000E-1	-7.037522E-5	7.819469E-5
12	 	-8.900000E-1	-6.581923E-5	7.395419E-5
13	 	-8.800000E-1	-6.157689E-5	6.997374E-5
14	 	-8.700000E-1	-5.762323E-5	6.623360E-5
15	 	-8.600000E-1	-5.403778E-5	6.283463E-5
16	 	-8.500000E-1	-5.041479E-5	5.931152E-5
17	 	-8.400000E-1	-4.709707E-5	5.606794E-5
18	 	-8.300000E-1	-4.422689E-5	5.328541E-5
19	 	-8.200000E-1	-4.124814E-5	5.030261E-5
20	 	-8.100000E-1	-3.846600E-5	4.748889E-5
21	 	-8.000000E-1	-3.602685E-5	4.503356E-5
22	 	-7.900000E-1	-3.360031E-5	4.253204E-5
23	 	-7.800000E-1	-3.135361E-5	4.019694E-5
24	 	-7.700000E-1	-2.917807E-5	3.789360E-5
25	 	-7.600000E-1	-2.712807E-5	3.569483E-5
26	 	-7.500000E-1	-2.528303E-5	3.371071E-5
27	 	-7.400000E-1	-2.367230E-5	3.198959E-5
28	 	-7.300000E-1	-2.190677E-5	3.000927E-5
29	 	-7.200000E-1	-2.034622E-5	2.825864E-5
30	 	-7.100000E-1	-1.886102E-5	2.656482E-5
31	 	-7.000000E-1	-1.760589E-5	2.515127E-5
32	 	-6.900000E-1	-1.625038E-5	2.355128E-5
33	 	-6.800000E-1	-1.507473E-5	2.216872E-5
34	 	-6.700000E-1	-1.402462E-5	2.093227E-5
35	 	-6.600000E-1	-1.288246E-5	1.951888E-5
36	 	-6.500000E-1	-1.185327E-5	1.823580E-5
37	 	-6.400000E-1	-1.111694E-5	1.737022E-5
38	 	-6.300000E-1	-1.022579E-5	1.623141E-5
39	 	-6.200000E-1	-9.468535E-6	1.527183E-5
40	 	-6.100000E-1	-8.782402E-6	1.439738E-5
41	 	-6.000000E-1	-7.991680E-6	1.331947E-5
42	 	-5.900000E-1	-7.359939E-6	1.247447E-5
43	 	-5.800000E-1	-6.786767E-6	1.170132E-5
44	 	-5.700000E-1	-6.184319E-6	1.084968E-5
45	 	-5.600000E-1	-5.724103E-6	1.022161E-5
46	 	-5.500000E-1	-5.088179E-6	9.251235E-6
47	 	-5.400000E-1	-4.753480E-6	8.802741E-6
48	 	-5.300000E-1	-4.314187E-6	8.139975E-6
49	 	-5.200000E-1	-3.828876E-6	7.363223E-6
50	 	-5.100000E-1	-3.494173E-6	6.851320E-6
51	 	-5.000000E-1	-3.163659E-6	6.327318E-6
52	 	-4.900000E-1	-2.707634E-6	5.525784E-6
53	 	-4.800000E-1	-2.176302E-6	4.533963E-6
54	 	-4.700000E-1	-2.105179E-6	4.479104E-6
55	 	-4.600000E-1	-1.707724E-6	3.712443E-6
56	 	-4.500000E-1	-1.293535E-6	2.874522E-6
57	 	-4.400000E-1	-9.797743E-7	2.226760E-6
58	 	-4.300000E-1	-8.040703E-7	1.869931E-6
59	 	-4.200000E-1	-4.359284E-7	1.037925E-6
60	 	-4.100000E-1	-1.054364E-7	2.571620E-7
61	 	-4.000000E-1	7.026938E-8	-1.756735E-7
62	 	-3.900000E-1	2.459734E-7	-6.307010E-7
63	 	-3.800000E-1	6.434021E-7	-1.693163E-6
64	 	-3.700000E-1	5.890132E-7	-1.591928E-6
65	 	-3.600000E-1	7.647182E-7	-2.124217E-6
66	 	-3.500000E-1	1.270914E-6	-3.631183E-6
67	 	-3.400000E-1	1.839866E-6	-5.411371E-6
68	 	-3.300000E-1	2.341876E-6	-7.096594E-6
69	 	-3.200000E-1	3.061427E-6	-9.566959E-6
70	 	-3.100000E-1	3.810270E-6	-1.229119E-5
71	 	-3.000000E-1	4.366649E-6	-1.455550E-5
72	 	-2.900000E-1	5.044378E-6	-1.739441E-5
73	 	-2.800000E-1	5.743006E-6	-2.051074E-5
74	 	-2.700000E-1	6.328681E-6	-2.343956E-5
75	 	-2.600000E-1	6.985480E-6	-2.686723E-5
76	 	-2.500000E-1	7.675744E-6	-3.070298E-5
77	 	-2.400000E-1	8.332547E-6	-3.471895E-5
78	 	-2.300000E-1	8.763445E-6	-3.810193E-5
79	 	-2.200000E-1	9.399347E-6	-4.272430E-5
80	 	-2.100000E-1	9.708902E-6	-4.623287E-5
81	 	-2.000000E-1	1.021929E-5	-5.109645E-5
82	 	-1.900000E-1	1.059161E-5	-5.574532E-5
83	 	-1.800000E-1	1.088444E-5	-6.046911E-5
84	 	-1.700000E-1	1.115217E-5	-6.560100E-5
85	 	-1.600000E-1	1.157054E-5	-7.231588E-5
86	 	-1.500000E-1	1.197633E-5	-7.984220E-5
87	 	-1.400000E-1	1.229008E-5	-8.778629E-5
88	 	-1.300000E-1	1.262895E-5	-9.714577E-5
89	 	-1.200000E-1	1.297200E-5	-1.081000E-4
90	 	-1.100000E-1	1.344471E-5	-1.222246E-4
91	 	-1.000000E-1	1.377939E-5	-1.377939E-4
92	 	-9.000000E-2	1.412243E-5	-1.569159E-4
93	 	-8.000000E-2	1.433576E-5	-1.791970E-4
94	 	-7.000000E-2	1.459099E-5	-2.084427E-4
95	 	-6.000000E-2	1.489216E-5	-2.482027E-4
96	 	-5.000000E-2	1.517665E-5	-3.035330E-4
97	 	-4.000000E-2	1.552388E-5	-3.880970E-4
