Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-2.803796E-4	2.803796E-4
2	 	-9.900000E-1	-2.701081E-4	2.728365E-4
3	 	-9.800000E-1	-2.593691E-4	2.646623E-4
4	 	-9.700000E-1	-2.487008E-4	2.563926E-4
5	 	-9.600000E-1	-2.380702E-4	2.479898E-4
6	 	-9.500000E-1	-2.278703E-4	2.398635E-4
7	 	-9.400000E-1	-2.177418E-4	2.316402E-4
8	 	-9.300000E-1	-2.079899E-4	2.236451E-4
9	 	-9.200000E-1	-1.986980E-4	2.159761E-4
10	 	-9.100000E-1	-1.896277E-4	2.083821E-4
11	 	-9.000000E-1	-1.808923E-4	2.009914E-4
12	 	-8.900000E-1	-1.728559E-4	1.942201E-4
13	 	-8.800000E-1	-1.650283E-4	1.875322E-4
14	 	-8.700000E-1	-1.574224E-4	1.809453E-4
15	 	-8.600000E-1	-1.504274E-4	1.749156E-4
16	 	-8.500000E-1	-1.438004E-4	1.691769E-4
17	 	-8.400000E-1	-1.375671E-4	1.637704E-4
18	 	-8.300000E-1	-1.318772E-4	1.588882E-4
19	 	-8.200000E-1	-1.264342E-4	1.541880E-4
20	 	-8.100000E-1	-1.215100E-4	1.500123E-4
21	 	-8.000000E-1	-1.168372E-4	1.460465E-4
22	 	-7.900000E-1	-1.124443E-4	1.423346E-4
23	 	-7.800000E-1	-1.087333E-4	1.394017E-4
24	 	-7.700000E-1	-1.051229E-4	1.365232E-4
25	 	-7.600000E-1	-1.019266E-4	1.341139E-4
26	 	-7.500000E-1	-9.902726E-5	1.320363E-4
27	 	-7.400000E-1	-9.637914E-5	1.302421E-4
28	 	-7.300000E-1	-9.399861E-5	1.287652E-4
29	 	-7.200000E-1	-9.173532E-5	1.274102E-4
30	 	-7.100000E-1	-8.922083E-5	1.256631E-4
31	 	-7.000000E-1	-8.645977E-5	1.235140E-4
32	 	-6.900000E-1	-8.392431E-5	1.216294E-4
33	 	-6.800000E-1	-8.153130E-5	1.198990E-4
34	 	-6.700000E-1	-7.893749E-5	1.178171E-4
35	 	-6.600000E-1	-7.592530E-5	1.150383E-4
36	 	-6.500000E-1	-7.297999E-5	1.122769E-4
37	 	-6.400000E-1	-6.985479E-5	1.091481E-4
38	 	-6.300000E-1	-6.685928E-5	1.061258E-4
39	 	-6.200000E-1	-6.357098E-5	1.025338E-4
40	 	-6.100000E-1	-6.022423E-5	9.872825E-5
41	 	-6.000000E-1	-5.710310E-5	9.517183E-5
42	 	-5.900000E-1	-5.382325E-5	9.122585E-5
43	 	-5.800000E-1	-5.071898E-5	8.744652E-5
44	 	-5.700000E-1	-4.768999E-5	8.366665E-5
45	 	-5.600000E-1	-4.475309E-5	7.991623E-5
46	 	-5.500000E-1	-4.216338E-5	7.666069E-5
47	 	-5.400000E-1	-3.935620E-5	7.288185E-5
48	 	-5.300000E-1	-3.685020E-5	6.952868E-5
49	 	-5.200000E-1	-3.448646E-5	6.632012E-5
50	 	-5.100000E-1	-3.219381E-5	6.312512E-5
51	 	-5.000000E-1	-2.985099E-5	5.970198E-5
52	 	-4.900000E-1	-2.788886E-5	5.691604E-5
53	 	-4.800000E-1	-2.579285E-5	5.373510E-5
54	 	-4.700000E-1	-2.401063E-5	5.108645E-5
55	 	-4.600000E-1	-2.217823E-5	4.821354E-5
56	 	-4.500000E-1	-2.038346E-5	4.529658E-5
57	 	-4.400000E-1	-1.880618E-5	4.274132E-5
58	 	-4.300000E-1	-1.719968E-5	3.999926E-5
59	 	-4.200000E-1	-1.555131E-5	3.702693E-5
60	 	-4.100000E-1	-1.379840E-5	3.365463E-5
61	 	-4.000000E-1	-1.201198E-5	3.002995E-5
62	 	-3.900000E-1	-1.003314E-5	2.572600E-5
63	 	-3.800000E-1	-7.916216E-6	2.083215E-5
64	 	-3.700000E-1	-5.401856E-6	1.459961E-5
65	 	-3.600000E-1	-2.920965E-6	8.113792E-6
66	 	-3.500000E-1	-2.351477E-7	6.718506E-7
67	 	-3.400000E-1	2.546770E-6	-7.490500E-6
68	 	-3.300000E-1	5.663361E-6	-1.716170E-5
69	 	-3.200000E-1	8.378328E-6	-2.618228E-5
70	 	-3.100000E-1	1.158276E-5	-3.736374E-5
71	 	-3.000000E-1	1.450273E-5	-4.834243E-5
72	 	-2.900000E-1	1.732650E-5	-5.974655E-5
73	 	-2.800000E-1	2.007497E-5	-7.169632E-5
74	 	-2.700000E-1	2.233391E-5	-8.271819E-5
75	 	-2.600000E-1	2.479373E-5	-9.536050E-5
76	 	-2.500000E-1	2.711966E-5	-1.084786E-4
77	 	-2.400000E-1	2.937454E-5	-1.223939E-4
78	 	-2.300000E-1	3.141173E-5	-1.365727E-4
79	 	-2.200000E-1	3.334448E-5	-1.515658E-4
80	 	-2.100000E-1	3.493414E-5	-1.663530E-4
81	 	-2.000000E-1	3.632301E-5	-1.816151E-4
82	 	-1.900000E-1	3.736883E-5	-1.966781E-4
83	 	-1.800000E-1	3.827251E-5	-2.126251E-4
84	 	-1.700000E-1	3.930999E-5	-2.312352E-4
85	 	-1.600000E-1	4.029304E-5	-2.518315E-4
86	 	-1.500000E-1	4.128032E-5	-2.752021E-4
87	 	-1.400000E-1	4.232195E-5	-3.022996E-4
88	 	-1.300000E-1	4.357279E-5	-3.351753E-4
89	 	-1.200000E-1	4.500346E-5	-3.750288E-4
90	 	-1.100000E-1	4.667264E-5	-4.242967E-4
91	 	-1.000000E-1	4.854260E-5	-4.854260E-4
92	 	-9.000000E-2	5.048778E-5	-5.609753E-4
93	 	-8.000000E-2	5.261707E-5	-6.577134E-4
94	 	-7.000000E-2	5.483843E-5	-7.834061E-4
95	 	-6.000000E-2	5.700133E-5	-9.500222E-4
96	 	-5.000000E-2	5.895065E-5	-1.179013E-3
97	 	-4.000000E-2	6.088758E-5	-1.522190E-3
98	 	-3.000000E-2	6.247301E-5	-2.082434E-3
99	 	-2.000000E-2	6.423415E-5	-3.211708E-3
100	 	-1.000000E-2	6.549752E-5	-6.549752E-3
101	 	7.528700E-16	6.670241E-5	8.859751E+10
102	 	1.000000E-2	6.807868E-5	6.807868E-3
103	 	2.000000E-2	6.924998E-5	3.462499E-3
104	 	3.000000E-2	7.058457E-5	2.352819E-3
105	 	4.000000E-2	7.204454E-5	1.801113E-3
106	 	5.000000E-2	7.342089E-5	1.468418E-3
107	 	6.000000E-2	7.459644E-5	1.243274E-3
108	 	7.000000E-2	7.554176E-5	1.079168E-3
109	 	8.000000E-2	7.616094E-5	9.520117E-4
110	 	9.000000E-2	7.641192E-5	8.490213E-4
111	 	1.000000E-1	7.628643E-5	7.628643E-4
112	 	1.100000E-1	7.601034E-5	6.910031E-4
113	 	1.200000E-1	7.548324E-5	6.290270E-4
114	 	1.300000E-1	7.493532E-5	5.764255E-4
115	 	1.400000E-1	7.441233E-5	5.315166E-4
