Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-1.777192E-4	1.777192E-4
2	 	-9.900000E-1	-1.724941E-4	1.742365E-4
3	 	-9.800000E-1	-1.672938E-4	1.707080E-4
4	 	-9.700000E-1	-1.620476E-4	1.670594E-4
5	 	-9.600000E-1	-1.570019E-4	1.635436E-4
6	 	-9.500000E-1	-1.519189E-4	1.599146E-4
7	 	-9.400000E-1	-1.469526E-4	1.563326E-4
8	 	-9.300000E-1	-1.420076E-4	1.526963E-4
9	 	-9.200000E-1	-1.369160E-4	1.488217E-4
10	 	-9.100000E-1	-1.318913E-4	1.449355E-4
11	 	-9.000000E-1	-1.270344E-4	1.411493E-4
12	 	-8.900000E-1	-1.222271E-4	1.373338E-4
13	 	-8.800000E-1	-1.172735E-4	1.332653E-4
14	 	-8.700000E-1	-1.124247E-4	1.292238E-4
15	 	-8.600000E-1	-1.075591E-4	1.250687E-4
16	 	-8.500000E-1	-1.028567E-4	1.210079E-4
17	 	-8.400000E-1	-9.820864E-5	1.169150E-4
18	 	-8.300000E-1	-9.369019E-5	1.128797E-4
19	 	-8.200000E-1	-8.924703E-5	1.088378E-4
20	 	-8.100000E-1	-8.486678E-5	1.047738E-4
21	 	-8.000000E-1	-8.072917E-5	1.009115E-4
22	 	-7.900000E-1	-7.657477E-5	9.693009E-5
23	 	-7.800000E-1	-7.263794E-5	9.312556E-5
24	 	-7.700000E-1	-6.884328E-5	8.940686E-5
25	 	-7.600000E-1	-6.511148E-5	8.567300E-5
26	 	-7.500000E-1	-6.157625E-5	8.210167E-5
27	 	-7.400000E-1	-5.845102E-5	7.898786E-5
28	 	-7.300000E-1	-5.512506E-5	7.551378E-5
29	 	-7.200000E-1	-5.220898E-5	7.251247E-5
30	 	-7.100000E-1	-4.925115E-5	6.936782E-5
31	 	-7.000000E-1	-4.658191E-5	6.654559E-5
32	 	-6.900000E-1	-4.409681E-5	6.390842E-5
33	 	-6.800000E-1	-4.176647E-5	6.142128E-5
34	 	-6.700000E-1	-3.946124E-5	5.889737E-5
35	 	-6.600000E-1	-3.734016E-5	5.657600E-5
36	 	-6.500000E-1	-3.527340E-5	5.426677E-5
37	 	-6.400000E-1	-3.353714E-5	5.240178E-5
38	 	-6.300000E-1	-3.177165E-5	5.043119E-5
39	 	-6.200000E-1	-3.006055E-5	4.848476E-5
40	 	-6.100000E-1	-2.890584E-5	4.738662E-5
41	 	-6.000000E-1	-2.778043E-5	4.630072E-5
42	 	-5.900000E-1	-2.706502E-5	4.587292E-5
43	 	-5.800000E-1	-2.654625E-5	4.576940E-5
44	 	-5.700000E-1	-2.601492E-5	4.564021E-5
45	 	-5.600000E-1	-2.599816E-5	4.642529E-5
46	 	-5.500000E-1	-2.606091E-5	4.738347E-5
47	 	-5.400000E-1	-2.575133E-5	4.768765E-5
48	 	-5.300000E-1	-2.498991E-5	4.715077E-5
49	 	-5.200000E-1	-2.369297E-5	4.556340E-5
50	 	-5.100000E-1	-2.209065E-5	4.331500E-5
51	 	-5.000000E-1	-2.042133E-5	4.084266E-5
52	 	-4.900000E-1	-1.893194E-5	3.863661E-5
53	 	-4.800000E-1	-1.735469E-5	3.615560E-5
54	 	-4.700000E-1	-1.596989E-5	3.397849E-5
55	 	-4.600000E-1	-1.444702E-5	3.140657E-5
56	 	-4.500000E-1	-1.310409E-5	2.912020E-5
57	 	-4.400000E-1	-1.189918E-5	2.704359E-5
58	 	-4.300000E-1	-1.054366E-5	2.452014E-5
59	 	-4.200000E-1	-9.096103E-6	2.165739E-5
60	 	-4.100000E-1	-7.841004E-6	1.912440E-5
61	 	-4.000000E-1	-6.502224E-6	1.625556E-5
62	 	-3.900000E-1	-4.845480E-6	1.242431E-5
63	 	-3.800000E-1	-3.134357E-6	8.248308E-6
64	 	-3.700000E-1	-1.280983E-6	3.462116E-6
65	 	-3.600000E-1	4.425735E-7	-1.229371E-6
66	 	-3.500000E-1	2.316737E-6	-6.619249E-6
67	 	-3.400000E-1	4.065397E-6	-1.195705E-5
68	 	-3.300000E-1	5.784768E-6	-1.752960E-5
69	 	-3.200000E-1	7.165281E-6	-2.239150E-5
70	 	-3.100000E-1	8.516517E-6	-2.747264E-5
71	 	-3.000000E-1	1.023589E-5	-3.411963E-5
72	 	-2.900000E-1	1.187580E-5	-4.095103E-5
73	 	-2.800000E-1	1.362444E-5	-4.865871E-5
74	 	-2.700000E-1	1.502588E-5	-5.565141E-5
75	 	-2.600000E-1	1.619302E-5	-6.228085E-5
76	 	-2.500000E-1	1.719288E-5	-6.877152E-5
77	 	-2.400000E-1	1.800448E-5	-7.501867E-5
78	 	-2.300000E-1	1.884951E-5	-8.195439E-5
79	 	-2.200000E-1	1.971130E-5	-8.959682E-5
80	 	-2.100000E-1	2.071528E-5	-9.864419E-5
81	 	-2.000000E-1	2.188664E-5	-1.094332E-4
82	 	-1.900000E-1	2.298685E-5	-1.209834E-4
83	 	-1.800000E-1	2.417497E-5	-1.343054E-4
84	 	-1.700000E-1	2.536725E-5	-1.492191E-4
85	 	-1.600000E-1	2.659295E-5	-1.662059E-4
86	 	-1.500000E-1	2.784799E-5	-1.856533E-4
87	 	-1.400000E-1	2.899425E-5	-2.071018E-4
88	 	-1.300000E-1	3.031616E-5	-2.332012E-4
89	 	-1.200000E-1	3.144989E-5	-2.620824E-4
90	 	-1.100000E-1	3.258357E-5	-2.962143E-4
91	 	-1.000000E-1	3.395567E-5	-3.395567E-4
92	 	-9.000000E-2	3.532372E-5	-3.924858E-4
93	 	-8.000000E-2	3.666658E-5	-4.583323E-4
94	 	-7.000000E-2	3.800102E-5	-5.428717E-4
95	 	-6.000000E-2	3.984600E-5	-6.641000E-4
96	 	-5.000000E-2	4.135614E-5	-8.271228E-4
97	 	-4.000000E-2	4.316759E-5	-1.079190E-3
98	 	-3.000000E-2	4.487027E-5	-1.495676E-3
99	 	-2.000000E-2	4.655200E-5	-2.327600E-3
100	 	-1.000000E-2	4.814576E-5	-4.814576E-3
101	 	7.528700E-16	4.986936E-5	6.623901E+10
102	 	1.000000E-2	5.147584E-5	5.147584E-3
103	 	2.000000E-2	5.279768E-5	2.639884E-3
104	 	3.000000E-2	5.419505E-5	1.806502E-3
105	 	4.000000E-2	5.520731E-5	1.380183E-3
106	 	5.000000E-2	5.610682E-5	1.122136E-3
107	 	6.000000E-2	5.689338E-5	9.482230E-4
108	 	7.000000E-2	5.746646E-5	8.209494E-4
109	 	8.000000E-2	5.813581E-5	7.266976E-4
110	 	9.000000E-2	5.836580E-5	6.485089E-4
111	 	1.000000E-1	5.852472E-5	5.852472E-4
112	 	1.100000E-1	5.856666E-5	5.324242E-4
113	 	1.200000E-1	5.850806E-5	4.875672E-4
114	 	1.300000E-1	5.816496E-5	4.474228E-4
115	 	1.400000E-1	5.767135E-5	4.119382E-4
116	 	1.500000E-1	5.706473E-5	3.804315E-4
117	 	1.600000E-1	5.659636E-5	3.537272E-4
118	 	1.700000E-1	5.601894E-5	3.295232E-4
119	 	1.800000E-1	5.554616E-5	3.085898E-4
120	 	1.900000E-1	5.499396E-5	2.894419E-4
121	 	2.000000E-1	5.452542E-5	2.726271E-4
122	 	2.100000E-1	5.430378E-5	2.585894E-4
123	 	2.200000E-1	5.405275E-5	2.456943E-4
124	 	2.300000E-1	5.388953E-5	2.343023E-4
125	 	2.400000E-1	5.371382E-5	2.238076E-4
126	 	2.500000E-1	5.372223E-5	2.148889E-4
127	 	2.600000E-1	5.393980E-5	2.074608E-4
128	 	2.700000E-1	5.396070E-5	1.998544E-4
129	 	2.800000E-1	5.429116E-5	1.938970E-4
130	 	2.900000E-1	5.452960E-5	1.880331E-4
131	 	3.000000E-1	5.479318E-5	1.826439E-4
132	 	3.100000E-1	5.514464E-5	1.778859E-4
133	 	3.200000E-1	5.563404E-5	1.738564E-4
134	 	3.300000E-1	5.605237E-5	1.698557E-4
135	 	3.400000E-1	5.632006E-5	1.656472E-4
136	 	3.500000E-1	5.674682E-5	1.621338E-4
137	 	3.600000E-1	5.740786E-5	1.594663E-4
138	 	3.700000E-1	5.778019E-5	1.561627E-4
139	 	3.800000E-1	5.809808E-5	1.528897E-4
140	 	3.900000E-1	5.863353E-5	1.503424E-4
141	 	4.000000E-1	5.910625E-5	1.477656E-4
142	 	4.100000E-1	5.956643E-5	1.452840E-4
143	 	4.200000E-1	6.016467E-5	1.432492E-4
144	 	4.300000E-1	6.072944E-5	1.412313E-4
145	 	4.400000E-1	6.112264E-5	1.389151E-4
146	 	4.500000E-1	6.175430E-5	1.372318E-4
147	 	4.600000E-1	6.228146E-5	1.353945E-4
148	 	4.700000E-1	6.262457E-5	1.332438E-4
149	 	4.800000E-1	6.328540E-5	1.318446E-4
150	 	4.900000E-1	6.360339E-5	1.298028E-4
151	 	5.000000E-1	6.415563E-5	1.283113E-4
152	 	5.100000E-1	6.462420E-5	1.267141E-4
153	 	5.200000E-1	6.486256E-5	1.247357E-4
154	 	5.300000E-1	6.547756E-5	1.235426E-4
155	 	5.400000E-1	6.581637E-5	1.218822E-4
156	 	5.500000E-1	6.723457E-5	1.222447E-4
