Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-2.809855E-4	2.809855E-4
2	 	-9.900000E-1	-2.701034E-4	2.728317E-4
3	 	-9.800000E-1	-2.590668E-4	2.643539E-4
4	 	-9.700000E-1	-2.478096E-4	2.554738E-4
5	 	-9.600000E-1	-2.369406E-4	2.468131E-4
6	 	-9.500000E-1	-2.262263E-4	2.381329E-4
7	 	-9.400000E-1	-2.161520E-4	2.299489E-4
8	 	-9.300000E-1	-2.062075E-4	2.217285E-4
9	 	-9.200000E-1	-1.969990E-4	2.141293E-4
10	 	-9.100000E-1	-1.879289E-4	2.065153E-4
11	 	-9.000000E-1	-1.793735E-4	1.993039E-4
12	 	-8.900000E-1	-1.712488E-4	1.924144E-4
13	 	-8.800000E-1	-1.635178E-4	1.858157E-4
14	 	-8.700000E-1	-1.564849E-4	1.798677E-4
15	 	-8.600000E-1	-1.496318E-4	1.739905E-4
16	 	-8.500000E-1	-1.432395E-4	1.685171E-4
17	 	-8.400000E-1	-1.373113E-4	1.634658E-4
18	 	-8.300000E-1	-1.317892E-4	1.587822E-4
19	 	-8.200000E-1	-1.266390E-4	1.544378E-4
20	 	-8.100000E-1	-1.219449E-4	1.505493E-4
21	 	-8.000000E-1	-1.173765E-4	1.467206E-4
22	 	-7.900000E-1	-1.133854E-4	1.435258E-4
23	 	-7.800000E-1	-1.099044E-4	1.409031E-4
24	 	-7.700000E-1	-1.066078E-4	1.384517E-4
25	 	-7.600000E-1	-1.037920E-4	1.365684E-4
26	 	-7.500000E-1	-1.007883E-4	1.343844E-4
27	 	-7.400000E-1	-9.789765E-5	1.322941E-4
28	 	-7.300000E-1	-9.562594E-5	1.309944E-4
29	 	-7.200000E-1	-9.328704E-5	1.295653E-4
30	 	-7.100000E-1	-9.039621E-5	1.273186E-4
31	 	-7.000000E-1	-8.767284E-5	1.252469E-4
32	 	-6.900000E-1	-8.486985E-5	1.229998E-4
33	 	-6.800000E-1	-8.199129E-5	1.205754E-4
34	 	-6.700000E-1	-7.924280E-5	1.182728E-4
35	 	-6.600000E-1	-7.618028E-5	1.154247E-4
36	 	-6.500000E-1	-7.308862E-5	1.124440E-4
37	 	-6.400000E-1	-6.972084E-5	1.089388E-4
38	 	-6.300000E-1	-6.642829E-5	1.054417E-4
39	 	-6.200000E-1	-6.315256E-5	1.018590E-4
40	 	-6.100000E-1	-5.997296E-5	9.831633E-5
41	 	-6.000000E-1	-5.682284E-5	9.470473E-5
42	 	-5.900000E-1	-5.366830E-5	9.096322E-5
43	 	-5.800000E-1	-5.070618E-5	8.742445E-5
44	 	-5.700000E-1	-4.768153E-5	8.365181E-5
45	 	-5.600000E-1	-4.483667E-5	8.006548E-5
46	 	-5.500000E-1	-4.217588E-5	7.668342E-5
47	 	-5.400000E-1	-3.961549E-5	7.336202E-5
48	 	-5.300000E-1	-3.677067E-5	6.937862E-5
49	 	-5.200000E-1	-3.469968E-5	6.673015E-5
50	 	-5.100000E-1	-3.221888E-5	6.317427E-5
51	 	-5.000000E-1	-3.005590E-5	6.011180E-5
52	 	-4.900000E-1	-2.788048E-5	5.689894E-5
53	 	-4.800000E-1	-2.592250E-5	5.400521E-5
54	 	-4.700000E-1	-2.407751E-5	5.122874E-5
55	 	-4.600000E-1	-2.222006E-5	4.830448E-5
56	 	-4.500000E-1	-2.050050E-5	4.555667E-5
57	 	-4.400000E-1	-1.886472E-5	4.287436E-5
58	 	-4.300000E-1	-1.712438E-5	3.982414E-5
59	 	-4.200000E-1	-1.546763E-5	3.682769E-5
60	 	-4.100000E-1	-1.379840E-5	3.365463E-5
61	 	-4.000000E-1	-1.198686E-5	2.996715E-5
62	 	-3.900000E-1	-9.982909E-6	2.559720E-5
63	 	-3.800000E-1	-7.803242E-6	2.053485E-5
64	 	-3.700000E-1	-5.418584E-6	1.464482E-5
65	 	-3.600000E-1	-2.887493E-6	8.020814E-6
66	 	-3.500000E-1	-1.556671E-7	4.447631E-7
67	 	-3.400000E-1	2.684822E-6	-7.896535E-6
68	 	-3.300000E-1	5.562936E-6	-1.685738E-5
69	 	-3.200000E-1	8.499629E-6	-2.656134E-5
70	 	-3.100000E-1	1.160785E-5	-3.744468E-5
71	 	-3.000000E-1	1.435630E-5	-4.785433E-5
72	 	-2.900000E-1	1.699599E-5	-5.860686E-5
73	 	-2.800000E-1	1.941813E-5	-6.935046E-5
74	 	-2.700000E-1	2.169806E-5	-8.036319E-5
75	 	-2.600000E-1	2.392777E-5	-9.202988E-5
76	 	-2.500000E-1	2.603200E-5	-1.041280E-4
77	 	-2.400000E-1	2.817796E-5	-1.174082E-4
78	 	-2.300000E-1	3.029901E-5	-1.317348E-4
79	 	-2.200000E-1	3.205182E-5	-1.456901E-4
80	 	-2.100000E-1	3.372928E-5	-1.606156E-4
81	 	-2.000000E-1	3.530224E-5	-1.765112E-4
82	 	-1.900000E-1	3.661991E-5	-1.927364E-4
83	 	-1.800000E-1	3.772429E-5	-2.095794E-4
84	 	-1.700000E-1	3.896266E-5	-2.291921E-4
85	 	-1.600000E-1	4.000428E-5	-2.500268E-4
86	 	-1.500000E-1	4.115895E-5	-2.743930E-4
87	 	-1.400000E-1	4.237627E-5	-3.026876E-4
88	 	-1.300000E-1	4.370649E-5	-3.362038E-4
89	 	-1.200000E-1	4.537571E-5	-3.781309E-4
90	 	-1.100000E-1	4.706986E-5	-4.279078E-4
