Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-4.945839E-4	4.945839E-4
2	 	-9.900000E-1	-4.792256E-4	4.840663E-4
3	 	-9.800000E-1	-4.652351E-4	4.747297E-4
4	 	-9.700000E-1	-4.522819E-4	4.662700E-4
5	 	-9.600000E-1	-4.398984E-4	4.582275E-4
6	 	-9.500000E-1	-4.282965E-4	4.508384E-4
7	 	-9.400000E-1	-4.172927E-4	4.439284E-4
8	 	-9.300000E-1	-4.068882E-4	4.375142E-4
9	 	-9.200000E-1	-3.968056E-4	4.313104E-4
10	 	-9.100000E-1	-3.872459E-4	4.255449E-4
11	 	-9.000000E-1	-3.778195E-4	4.197994E-4
12	 	-8.900000E-1	-3.694101E-4	4.150675E-4
13	 	-8.800000E-1	-3.614315E-4	4.107176E-4
14	 	-8.700000E-1	-3.540348E-4	4.069366E-4
15	 	-8.600000E-1	-3.464080E-4	4.028000E-4
16	 	-8.500000E-1	-3.385299E-4	3.982705E-4
17	 	-8.400000E-1	-3.311207E-4	3.941913E-4
18	 	-8.300000E-1	-3.234806E-4	3.897357E-4
19	 	-8.200000E-1	-3.159454E-4	3.852993E-4
20	 	-8.100000E-1	-3.086535E-4	3.810537E-4
21	 	-8.000000E-1	-3.013485E-4	3.766856E-4
22	 	-7.900000E-1	-2.942115E-4	3.724196E-4
23	 	-7.800000E-1	-2.870572E-4	3.680221E-4
24	 	-7.700000E-1	-2.803087E-4	3.640373E-4
25	 	-7.600000E-1	-2.735102E-4	3.598818E-4
26	 	-7.500000E-1	-2.669538E-4	3.559384E-4
27	 	-7.400000E-1	-2.605736E-4	3.521265E-4
28	 	-7.300000E-1	-2.540348E-4	3.479929E-4
29	 	-7.200000E-1	-2.479094E-4	3.443186E-4
30	 	-7.100000E-1	-2.416793E-4	3.403934E-4
31	 	-7.000000E-1	-2.349188E-4	3.355983E-4
32	 	-6.900000E-1	-2.282415E-4	3.307848E-4
33	 	-6.800000E-1	-2.213719E-4	3.255469E-4
34	 	-6.700000E-1	-2.144685E-4	3.201022E-4
35	 	-6.600000E-1	-2.074147E-4	3.142647E-4
36	 	-6.500000E-1	-2.003319E-4	3.082029E-4
37	 	-6.400000E-1	-1.934077E-4	3.021995E-4
38	 	-6.300000E-1	-1.863999E-4	2.958729E-4
39	 	-6.200000E-1	-1.794716E-4	2.894703E-4
40	 	-6.100000E-1	-1.728567E-4	2.833716E-4
41	 	-6.000000E-1	-1.660460E-4	2.767433E-4
42	 	-5.900000E-1	-1.595735E-4	2.704636E-4
43	 	-5.800000E-1	-1.531181E-4	2.639967E-4
44	 	-5.700000E-1	-1.466457E-4	2.572732E-4
45	 	-5.600000E-1	-1.403827E-4	2.506834E-4
46	 	-5.500000E-1	-1.342325E-4	2.440591E-4
47	 	-5.400000E-1	-1.279735E-4	2.369880E-4
48	 	-5.300000E-1	-1.220200E-4	2.302264E-4
49	 	-5.200000E-1	-1.160371E-4	2.231483E-4
50	 	-5.100000E-1	-1.100756E-4	2.158345E-4
51	 	-5.000000E-1	-1.043271E-4	2.086542E-4
52	 	-4.900000E-1	-9.860359E-5	2.012318E-4
53	 	-4.800000E-1	-9.318564E-5	1.941368E-4
54	 	-4.700000E-1	-8.777185E-5	1.867486E-4
55	 	-4.600000E-1	-8.218250E-5	1.786576E-4
56	 	-4.500000E-1	-7.702370E-5	1.711638E-4
57	 	-4.400000E-1	-7.166432E-5	1.628735E-4
58	 	-4.300000E-1	-6.612931E-5	1.537891E-4
59	 	-4.200000E-1	-6.046022E-5	1.439529E-4
60	 	-4.100000E-1	-5.428920E-5	1.324127E-4
61	 	-4.000000E-1	-4.787130E-5	1.196783E-4
62	 	-3.900000E-1	-4.154965E-5	1.065376E-4
63	 	-3.800000E-1	-3.534099E-5	9.300261E-5
64	 	-3.700000E-1	-2.900679E-5	7.839673E-5
65	 	-3.600000E-1	-2.263493E-5	6.287481E-5
66	 	-3.500000E-1	-1.600783E-5	4.573666E-5
67	 	-3.400000E-1	-9.117171E-6	2.681521E-5
68	 	-3.300000E-1	-2.222329E-6	6.734330E-6
69	 	-3.200000E-1	4.747394E-6	-1.483561E-5
70	 	-3.100000E-1	1.113972E-5	-3.593458E-5
71	 	-3.000000E-1	1.736055E-5	-5.786850E-5
72	 	-2.900000E-1	2.283251E-5	-7.873279E-5
73	 	-2.800000E-1	2.828780E-5	-1.010279E-4
74	 	-2.700000E-1	3.319498E-5	-1.229444E-4
75	 	-2.600000E-1	3.788045E-5	-1.456940E-4
76	 	-2.500000E-1	4.239445E-5	-1.695778E-4
77	 	-2.400000E-1	4.656959E-5	-1.940400E-4
78	 	-2.300000E-1	5.049362E-5	-2.195375E-4
79	 	-2.200000E-1	5.427959E-5	-2.467254E-4
80	 	-2.100000E-1	5.779376E-5	-2.752084E-4
81	 	-2.000000E-1	6.145432E-5	-3.072716E-4
82	 	-1.900000E-1	6.454164E-5	-3.396928E-4
83	 	-1.800000E-1	6.726919E-5	-3.737177E-4
84	 	-1.700000E-1	6.979189E-5	-4.105405E-4
85	 	-1.600000E-1	7.196317E-5	-4.497698E-4
86	 	-1.500000E-1	7.406319E-5	-4.937546E-4
87	 	-1.400000E-1	7.609226E-5	-5.435161E-4
88	 	-1.300000E-1	7.793712E-5	-5.995163E-4
89	 	-1.200000E-1	7.992001E-5	-6.660001E-4
90	 	-1.100000E-1	8.186966E-5	-7.442696E-4
91	 	-1.000000E-1	8.383161E-5	-8.383161E-4
92	 	-9.000000E-2	8.563472E-5	-9.514969E-4
93	 	-8.000000E-2	8.737494E-5	-1.092187E-3
94	 	-7.000000E-2	8.905672E-5	-1.272239E-3
95	 	-6.000000E-2	9.080956E-5	-1.513493E-3
96	 	-5.000000E-2	9.254145E-5	-1.850829E-3
97	 	-4.000000E-2	9.427778E-5	-2.356945E-3
98	 	-3.000000E-2	9.572517E-5	-3.190839E-3
99	 	-2.000000E-2	9.703026E-5	-4.851513E-3
100	 	-1.000000E-2	9.868287E-5	-9.868287E-3
101	 	7.528700E-16	1.000760E-4	1.329260E+11
102	 	1.000000E-2	1.011929E-4	1.011929E-2
103	 	2.000000E-2	1.023309E-4	5.116545E-3
104	 	3.000000E-2	1.033517E-4	3.445057E-3
105	 	4.000000E-2	1.044101E-4	2.610252E-3
106	 	5.000000E-2	1.053889E-4	2.107778E-3
107	 	6.000000E-2	1.065269E-4	1.775448E-3
108	 	7.000000E-2	1.077025E-4	1.538607E-3
109	 	8.000000E-2	1.087274E-4	1.359092E-3
110	 	9.000000E-2	1.099198E-4	1.221331E-3
111	 	1.000000E-1	1.110493E-4	1.110493E-3
112	 	1.100000E-1	1.121453E-4	1.019503E-3
113	 	1.200000E-1	1.134128E-4	9.451067E-4
114	 	1.300000E-1	1.147724E-4	8.828646E-4
115	 	1.400000E-1	1.161363E-4	8.295450E-4
116	 	1.500000E-1	1.174750E-4	7.831667E-4
117	 	1.600000E-1	1.187930E-4	7.424562E-4
118	 	1.700000E-1	1.202613E-4	7.074194E-4
119	 	1.800000E-1	1.217423E-4	6.763461E-4
120	 	1.900000E-1	1.231687E-4	6.482563E-4
121	 	2.000000E-1	1.244530E-4	6.222650E-4
122	 	2.100000E-1	1.259174E-4	5.996067E-4
123	 	2.200000E-1	1.274904E-4	5.795018E-4
124	 	2.300000E-1	1.288623E-4	5.602709E-4
125	 	2.400000E-1	1.305192E-4	5.438300E-4
126	 	2.500000E-1	1.319749E-4	5.278996E-4
127	 	2.600000E-1	1.336190E-4	5.139192E-4
128	 	2.700000E-1	1.354347E-4	5.016100E-4
129	 	2.800000E-1	1.369949E-4	4.892675E-4
130	 	2.900000E-1	1.387271E-4	4.783693E-4
131	 	3.000000E-1	1.404924E-4	4.683080E-4
132	 	3.100000E-1	1.423666E-4	4.592471E-4
133	 	3.200000E-1	1.442158E-4	4.506744E-4
134	 	3.300000E-1	1.461905E-4	4.430015E-4
135	 	3.400000E-1	1.480562E-4	4.354594E-4
136	 	3.500000E-1	1.502106E-4	4.291731E-4
137	 	3.600000E-1	1.523276E-4	4.231322E-4
138	 	3.700000E-1	1.545239E-4	4.176322E-4
139	 	3.800000E-1	1.566490E-4	4.122342E-4
140	 	3.900000E-1	1.590169E-4	4.077356E-4
141	 	4.000000E-1	1.612256E-4	4.030640E-4
142	 	4.100000E-1	1.636102E-4	3.990493E-4
143	 	4.200000E-1	1.662294E-4	3.957843E-4
144	 	4.300000E-1	1.687099E-4	3.923486E-4
145	 	4.400000E-1	1.714041E-4	3.895548E-4
146	 	4.500000E-1	1.740732E-4	3.868293E-4
147	 	4.600000E-1	1.768007E-4	3.843493E-4
148	 	4.700000E-1	1.796538E-4	3.822421E-4
149	 	4.800000E-1	1.827830E-4	3.807979E-4
150	 	4.900000E-1	1.858664E-4	3.793192E-4
151	 	5.000000E-1	1.891253E-4	3.782506E-4
152	 	5.100000E-1	1.922753E-4	3.770104E-4
153	 	5.200000E-1	1.956224E-4	3.761969E-4
154	 	5.300000E-1	1.990571E-4	3.755794E-4
155	 	5.400000E-1	2.022527E-4	3.745420E-4
156	 	5.500000E-1	2.056374E-4	3.738862E-4
157	 	5.600000E-1	2.088840E-4	3.730071E-4
158	 	5.700000E-1	2.120340E-4	3.719895E-4
159	 	5.800000E-1	2.151965E-4	3.710284E-4
160	 	5.900000E-1	2.182588E-4	3.699302E-4
161	 	6.000000E-1	2.210115E-4	3.683525E-4
162	 	6.100000E-1	2.235594E-4	3.664908E-4
163	 	6.200000E-1	2.258434E-4	3.642635E-4
164	 	6.300000E-1	2.278387E-4	3.616487E-4
165	 	6.400000E-1	2.296922E-4	3.588941E-4
166	 	6.500000E-1	2.314912E-4	3.561403E-4
167	 	6.600000E-1	2.334952E-4	3.537806E-4
168	 	6.700000E-1	2.360594E-4	3.523275E-4
169	 	6.800000E-1	2.393473E-4	3.519813E-4
170	 	6.900000E-1	2.430751E-4	3.522828E-4
171	 	7.000000E-1	2.473971E-4	3.534244E-4
172	 	7.100000E-1	2.521031E-4	3.550748E-4
173	 	7.200000E-1	2.573489E-4	3.574290E-4
174	 	7.300000E-1	2.630554E-4	3.603499E-4
175	 	7.400000E-1	2.685395E-4	3.628912E-4
176	 	7.500000E-1	2.745263E-4	3.660351E-4
177	 	7.600000E-1	2.812997E-4	3.701312E-4
178	 	7.700000E-1	2.877373E-4	3.736848E-4
179	 	7.800000E-1	2.945735E-4	3.776583E-4
180	 	7.900000E-1	3.015091E-4	3.816571E-4
181	 	8.000000E-1	3.089648E-4	3.862060E-4
182	 	8.100000E-1	3.164991E-4	3.907396E-4
183	 	8.200000E-1	3.241501E-4	3.953050E-4
184	 	8.300000E-1	3.324714E-4	4.005680E-4
185	 	8.400000E-1	3.407046E-4	4.056007E-4
186	 	8.500000E-1	3.493434E-4	4.109922E-4
187	 	8.600000E-1	3.580492E-4	4.163363E-4
188	 	8.700000E-1	3.669095E-4	4.217351E-4
189	 	8.800000E-1	3.761965E-4	4.274960E-4
190	 	8.900000E-1	3.859522E-4	4.336542E-4
191	 	9.000000E-1	3.960811E-4	4.400901E-4
192	 	9.100000E-1	4.073888E-4	4.476800E-4
193	 	9.200000E-1	4.198849E-4	4.563966E-4
194	 	9.300000E-1	4.335735E-4	4.662081E-4
195	 	9.400000E-1	4.492780E-4	4.779553E-4
196	 	9.500000E-1	4.667398E-4	4.913051E-4
197	 	9.600000E-1	4.860873E-4	5.063409E-4
198	 	9.700000E-1	5.063743E-4	5.220354E-4
199	 	9.800000E-1	5.275746E-4	5.383414E-4
200	 	9.900000E-1	5.495733E-4	5.551245E-4
201	 	9.800000E-1	5.407492E-4	5.517849E-4
202	 	9.700000E-1	5.306372E-4	5.470487E-4
203	 	9.600000E-1	5.191205E-4	5.407505E-4
204	 	9.500000E-1	5.068172E-4	5.334918E-4
205	 	9.400000E-1	4.939532E-4	5.254821E-4
206	 	9.300000E-1	4.810600E-4	5.172688E-4
207	 	9.200000E-1	4.680696E-4	5.087713E-4
208	 	9.100000E-1	4.547578E-4	4.997338E-4
209	 	9.000000E-1	4.415635E-4	4.906261E-4
210	 	8.900000E-1	4.283352E-4	4.812755E-4
211	 	8.800000E-1	4.153919E-4	4.720362E-4
212	 	8.700000E-1	4.022938E-4	4.624067E-4
213	 	8.600000E-1	3.894245E-4	4.528192E-4
214	 	8.500000E-1	3.767121E-4	4.431907E-4
215	 	8.400000E-1	3.642700E-4	4.336548E-4
216	 	8.300000E-1	3.520494E-4	4.241559E-4
217	 	8.200000E-1	3.401605E-4	4.148299E-4
218	 	8.100000E-1	3.286225E-4	4.057068E-4
219	 	8.000000E-1	3.173825E-4	3.967281E-4
220	 	7.900000E-1	3.063040E-4	3.877266E-4
221	 	7.800000E-1	2.956148E-4	3.789933E-4
222	 	7.700000E-1	2.852612E-4	3.704691E-4
223	 	7.600000E-1	2.751245E-4	3.620059E-4
224	 	7.500000E-1	2.652975E-4	3.537300E-4
225	 	7.400000E-1	2.558387E-4	3.457280E-4
226	 	7.300000E-1	2.465264E-4	3.377074E-4
227	 	7.200000E-1	2.375986E-4	3.299981E-4
228	 	7.100000E-1	2.291145E-4	3.226965E-4
229	 	7.000000E-1	2.211995E-4	3.159993E-4
230	 	6.900000E-1	2.133808E-4	3.092475E-4
231	 	6.800000E-1	2.062857E-4	3.033613E-4
232	 	6.700000E-1	1.993621E-4	2.975554E-4
233	 	6.600000E-1	1.922209E-4	2.912438E-4
234	 	6.500000E-1	1.849666E-4	2.845640E-4
235	 	6.400000E-1	1.786414E-4	2.791272E-4
236	 	6.300000E-1	1.723076E-4	2.735041E-4
237	 	6.200000E-1	1.664173E-4	2.684150E-4
238	 	6.100000E-1	1.607153E-4	2.634677E-4
239	 	6.000000E-1	1.552180E-4	2.586967E-4
240	 	5.900000E-1	1.501393E-4	2.544734E-4
241	 	5.800000E-1	1.451110E-4	2.501914E-4
242	 	5.700000E-1	1.403000E-4	2.461404E-4
243	 	5.600000E-1	1.355182E-4	2.419968E-4
244	 	5.500000E-1	1.305984E-4	2.374516E-4
245	 	5.400000E-1	1.258964E-4	2.331415E-4
246	 	5.300000E-1	1.216583E-4	2.295440E-4
247	 	5.200000E-1	1.173663E-4	2.257044E-4
