Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-4.982848E-4	4.982848E-4
2	 	-9.900000E-1	-4.843439E-4	4.892363E-4
3	 	-9.800000E-1	-4.711448E-4	4.807600E-4
4	 	-9.700000E-1	-4.593132E-4	4.735188E-4
5	 	-9.600000E-1	-4.473225E-4	4.659609E-4
6	 	-9.500000E-1	-4.366408E-4	4.596219E-4
7	 	-9.400000E-1	-4.259059E-4	4.530914E-4
8	 	-9.300000E-1	-4.157592E-4	4.470529E-4
9	 	-9.200000E-1	-4.058024E-4	4.410896E-4
10	 	-9.100000E-1	-3.961424E-4	4.353213E-4
11	 	-9.000000E-1	-3.869378E-4	4.299309E-4
12	 	-8.900000E-1	-3.781433E-4	4.248801E-4
13	 	-8.800000E-1	-3.692025E-4	4.195483E-4
14	 	-8.700000E-1	-3.606594E-4	4.145510E-4
15	 	-8.600000E-1	-3.525801E-4	4.099769E-4
16	 	-8.500000E-1	-3.444266E-4	4.052078E-4
17	 	-8.400000E-1	-3.362429E-4	4.002892E-4
18	 	-8.300000E-1	-3.281851E-4	3.954037E-4
19	 	-8.200000E-1	-3.203567E-4	3.906789E-4
20	 	-8.100000E-1	-3.126878E-4	3.860343E-4
21	 	-8.000000E-1	-3.050698E-4	3.813373E-4
22	 	-7.900000E-1	-2.967442E-4	3.756256E-4
23	 	-7.800000E-1	-2.890538E-4	3.705818E-4
24	 	-7.700000E-1	-2.820127E-4	3.662503E-4
25	 	-7.600000E-1	-2.753185E-4	3.622612E-4
26	 	-7.500000E-1	-2.683654E-4	3.578205E-4
27	 	-7.400000E-1	-2.617042E-4	3.536543E-4
28	 	-7.300000E-1	-2.558471E-4	3.504755E-4
29	 	-7.200000E-1	-2.486557E-4	3.453551E-4
30	 	-7.100000E-1	-2.416142E-4	3.403017E-4
31	 	-7.000000E-1	-2.345768E-4	3.351097E-4
32	 	-6.900000E-1	-2.273979E-4	3.295622E-4
33	 	-6.800000E-1	-2.201723E-4	3.237828E-4
34	 	-6.700000E-1	-2.132649E-4	3.183058E-4
35	 	-6.600000E-1	-2.059849E-4	3.120983E-4
36	 	-6.500000E-1	-1.984836E-4	3.053594E-4
37	 	-6.400000E-1	-1.915969E-4	2.993702E-4
38	 	-6.300000E-1	-1.845264E-4	2.928990E-4
39	 	-6.200000E-1	-1.776984E-4	2.866103E-4
40	 	-6.100000E-1	-1.708290E-4	2.800475E-4
41	 	-6.000000E-1	-1.643147E-4	2.738578E-4
42	 	-5.900000E-1	-1.579970E-4	2.677915E-4
43	 	-5.800000E-1	-1.520521E-4	2.621588E-4
44	 	-5.700000E-1	-1.455420E-4	2.553368E-4
45	 	-5.600000E-1	-1.391113E-4	2.484130E-4
46	 	-5.500000E-1	-1.326099E-4	2.411089E-4
47	 	-5.400000E-1	-1.262882E-4	2.338670E-4
48	 	-5.300000E-1	-1.203389E-4	2.270545E-4
49	 	-5.200000E-1	-1.142388E-4	2.196900E-4
50	 	-5.100000E-1	-1.082687E-4	2.122916E-4
