Index	"SMU-1 Time (s)"	SMU-1 Voltage (V)	SMU-1 Current (A)	Resistance (Ohm)
1	 	-1.000000E+0	-6.112095E-4	6.112095E-4
2	 	-9.900000E-1	-5.856045E-4	5.915197E-4
3	 	-9.800000E-1	-5.653330E-4	5.768704E-4
4	 	-9.700000E-1	-5.492997E-4	5.662884E-4
5	 	-9.600000E-1	-5.357992E-4	5.581242E-4
6	 	-9.500000E-1	-5.242671E-4	5.518601E-4
7	 	-9.400000E-1	-5.115991E-4	5.442544E-4
8	 	-9.300000E-1	-5.010549E-4	5.387687E-4
9	 	-9.200000E-1	-4.906490E-4	5.333141E-4
10	 	-9.100000E-1	-4.795953E-4	5.270278E-4
11	 	-9.000000E-1	-4.694573E-4	5.216192E-4
12	 	-8.900000E-1	-4.592740E-4	5.160382E-4
13	 	-8.800000E-1	-4.489976E-4	5.102245E-4
14	 	-8.700000E-1	-4.392458E-4	5.048802E-4
15	 	-8.600000E-1	-4.294463E-4	4.993562E-4
16	 	-8.500000E-1	-4.198857E-4	4.939832E-4
17	 	-8.400000E-1	-4.106605E-4	4.888815E-4
18	 	-8.300000E-1	-4.014174E-4	4.836354E-4
19	 	-8.200000E-1	-3.924055E-4	4.785433E-4
20	 	-8.100000E-1	-3.833310E-4	4.732481E-4
21	 	-8.000000E-1	-3.747530E-4	4.684413E-4
22	 	-7.900000E-1	-3.660929E-4	4.634087E-4
23	 	-7.800000E-1	-3.571812E-4	4.579246E-4
24	 	-7.700000E-1	-3.490808E-4	4.533517E-4
25	 	-7.600000E-1	-3.406289E-4	4.481959E-4
26	 	-7.500000E-1	-3.321941E-4	4.429255E-4
27	 	-7.400000E-1	-3.239143E-4	4.377220E-4
28	 	-7.300000E-1	-3.156719E-4	4.324273E-4
29	 	-7.200000E-1	-3.078689E-4	4.275957E-4
30	 	-7.100000E-1	-3.004045E-4	4.231049E-4
31	 	-7.000000E-1	-2.921833E-4	4.174047E-4
32	 	-6.900000E-1	-2.845224E-4	4.123513E-4
33	 	-6.800000E-1	-2.767440E-4	4.069765E-4
34	 	-6.700000E-1	-2.687070E-4	4.010552E-4
35	 	-6.600000E-1	-2.607870E-4	3.951318E-4
36	 	-6.500000E-1	-2.531548E-4	3.894689E-4
37	 	-6.400000E-1	-2.449881E-4	3.827939E-4
38	 	-6.300000E-1	-2.375700E-4	3.770952E-4
39	 	-6.200000E-1	-2.302936E-4	3.714413E-4
40	 	-6.100000E-1	-2.228673E-4	3.653562E-4
41	 	-6.000000E-1	-2.153488E-4	3.589147E-4
42	 	-5.900000E-1	-2.078597E-4	3.523046E-4
43	 	-5.800000E-1	-2.006383E-4	3.459281E-4
44	 	-5.700000E-1	-1.933118E-4	3.391435E-4
45	 	-5.600000E-1	-1.858271E-4	3.318341E-4
46	 	-5.500000E-1	-1.788899E-4	3.252544E-4
47	 	-5.400000E-1	-1.715554E-4	3.176952E-4
48	 	-5.300000E-1	-1.645935E-4	3.105538E-4
49	 	-5.200000E-1	-1.576270E-4	3.031288E-4
50	 	-5.100000E-1	-1.508154E-4	2.957165E-4
51	 	-5.000000E-1	-1.440125E-4	2.880250E-4
52	 	-4.900000E-1	-1.375902E-4	2.807963E-4
53	 	-4.800000E-1	-1.309792E-4	2.728733E-4
54	 	-4.700000E-1	-1.243437E-4	2.645611E-4
55	 	-4.600000E-1	-1.176200E-4	2.556957E-4
56	 	-4.500000E-1	-1.107459E-4	2.461020E-4
57	 	-4.400000E-1	-1.038340E-4	2.359864E-4
58	 	-4.300000E-1	-9.677967E-5	2.250690E-4
59	 	-4.200000E-1	-8.967118E-5	2.135028E-4
60	 	-4.100000E-1	-8.245811E-5	2.011173E-4
61	 	-4.000000E-1	-7.532447E-5	1.883112E-4
62	 	-3.900000E-1	-6.763854E-5	1.734322E-4
63	 	-3.800000E-1	-6.015337E-5	1.582983E-4
64	 	-3.700000E-1	-5.244235E-5	1.417361E-4
65	 	-3.600000E-1	-4.466859E-5	1.240794E-4
66	 	-3.500000E-1	-3.720027E-5	1.062865E-4
67	 	-3.400000E-1	-3.009170E-5	8.850500E-5
68	 	-3.300000E-1	-2.334717E-5	7.074900E-5
69	 	-3.200000E-1	-1.679090E-5	5.247156E-5
70	 	-3.100000E-1	-1.061957E-5	3.425668E-5
71	 	-3.000000E-1	-5.096747E-6	1.698916E-5
72	 	-2.900000E-1	5.640103E-7	-1.944863E-6
73	 	-2.800000E-1	6.002778E-6	-2.143849E-5
74	 	-2.700000E-1	1.130348E-5	-4.186474E-5
75	 	-2.600000E-1	1.636570E-5	-6.294500E-5
76	 	-2.500000E-1	2.120202E-5	-8.480808E-5
77	 	-2.400000E-1	2.563665E-5	-1.068194E-4
78	 	-2.300000E-1	2.948567E-5	-1.281986E-4
79	 	-2.200000E-1	3.275727E-5	-1.488967E-4
80	 	-2.100000E-1	3.525491E-5	-1.678805E-4
81	 	-2.000000E-1	3.720874E-5	-1.860437E-4
82	 	-1.900000E-1	3.871481E-5	-2.037622E-4
83	 	-1.800000E-1	3.990297E-5	-2.216832E-4
84	 	-1.700000E-1	4.087783E-5	-2.404578E-4
85	 	-1.600000E-1	4.168100E-5	-2.605063E-4
86	 	-1.500000E-1	4.288589E-5	-2.859059E-4
87	 	-1.400000E-1	4.408243E-5	-3.148745E-4
88	 	-1.300000E-1	4.564300E-5	-3.511000E-4
89	 	-1.200000E-1	4.747129E-5	-3.955941E-4
90	 	-1.100000E-1	4.919909E-5	-4.472645E-4
91	 	-1.000000E-1	5.095622E-5	-5.095622E-4
92	 	-9.000000E-2	5.314011E-5	-5.904457E-4
93	 	-8.000000E-2	5.494334E-5	-6.867918E-4
94	 	-7.000000E-2	5.693468E-5	-8.133526E-4
95	 	-6.000000E-2	5.929839E-5	-9.883065E-4
96	 	-5.000000E-2	6.141118E-5	-1.228224E-3
97	 	-4.000000E-2	6.368710E-5	-1.592178E-3
98	 	-3.000000E-2	6.608020E-5	-2.202673E-3
